tsne_2d_one,tsne_2d_two
4.374972,-4.738486
4.378682,-4.741279
4.3824077,-4.7445054
4.38613,-4.7480693
4.389644,-4.751802
4.3928943,-4.7554135
4.395764,-4.7586164
4.3982224,-4.7612066
4.4003215,-4.763131
4.26512,-4.647621
4.266601,-4.647828
4.268422,-4.6481175
4.2706423,-4.648564
4.2733817,-4.6492863
4.276554,-4.6502423
4.2801957,-4.651403
4.2841897,-4.652679
4.288365,-4.6538963
4.292701,-4.6550756
4.297555,-4.656495
4.300728,-4.65688
4.3042617,-4.6574216
4.3075395,-4.6576266
4.310381,-4.6576204
4.312942,-4.6575046
4.3153257,-4.6573844
4.317615,-4.657404
4.316233,-4.6545873
4.320038,-4.656673
4.3234034,-4.6588035
4.326449,-4.6609464
4.3288207,-4.6621876
4.332059,-4.6650853
4.334623,-4.6669283
4.3370194,-4.668668
4.339214,-4.670145
4.3412676,-4.671433
4.3433414,-4.6727796
4.3565893,-4.7129893
4.3586836,-4.7137423
4.3608804,-4.7127223
4.362591,-4.7130632
4.3645687,-4.7122316
4.366748,-4.7116556
4.3691187,-4.7117043
4.3717113,-4.7125635
4.374459,-4.714123
4.377085,-4.7160563
4.3796105,-4.7181053
4.381939,-4.7198763
4.3232484,-4.6533117
4.3258233,-4.6550097
4.328272,-4.6567187
4.330536,-4.657823
4.3330216,-4.6603503
4.334918,-4.660063
4.337327,-4.66243
4.3397493,-4.665401
4.341735,-4.666745
4.343689,-4.6681395
4.345836,-4.6699758
4.348297,-4.6726637
4.351335,-4.676594
4.3550467,-4.6821413
4.258742,-4.616925
4.260527,-4.6184325
4.262582,-4.6200123
4.264998,-4.6217136
4.26781,-4.623486
4.2711153,-4.625397
4.274888,-4.6274467
4.2790728,-4.629542
4.2835236,-4.6316695
4.288079,-4.6337276
4.2925663,-4.6356955
4.29685,-4.637536
4.3008356,-4.6392508
4.3044453,-4.640792
4.307691,-4.6421337
4.310516,-4.6433077
4.31304,-4.6443114
4.3153076,-4.6452165
4.3174214,-4.646028
4.3089485,-4.5210075
4.3079453,-4.514861
4.3072248,-4.509397
4.306417,-4.503566
4.305423,-4.4969997
4.304086,-4.4896092
4.302433,-4.481655
4.300665,-4.4738317
4.29886,-4.4666524
4.297176,-4.4603586
4.295417,-4.4546967
4.2936974,-4.4497538
4.2919564,-4.4454575
4.317758,-4.642889
4.3193827,-4.6428237
4.3223777,-4.6440797
4.32466,-4.6449475
4.3265038,-4.645038
4.3283763,-4.645664
4.330163,-4.646085
4.331848,-4.646545
4.333423,-4.6470394
4.334892,-4.6476107
4.3360248,-4.6480026
4.3377156,-4.6492605
4.3392396,-4.6504536
4.257517,-4.6047015
4.2596197,-4.606004
4.2640595,-4.6097126
4.268087,-4.612341
4.2726045,-4.6150966
4.2774887,-4.6179166
4.2825027,-4.620734
4.2874374,-4.6233673
4.292057,-4.6258183
4.2963223,-4.6280165
4.3002844,-4.630085
4.303967,-4.6320415
4.307389,-4.6339383
4.3105183,-4.6356525
4.3134246,-4.6371326
4.316035,-4.638442
4.3185043,-4.6394477
4.244962,-4.339681
4.242315,-4.3330884
4.24027,-4.3276033
4.238425,-4.3226514
4.236847,-4.318615
4.2353344,-4.3149667
4.233802,-4.3117023
4.2322416,-4.3087807
4.231596,-4.307974
4.2293773,-4.3042083
4.2281227,-4.3025446
4.226987,-4.3012705
4.1878805,-4.5245624
4.189207,-4.5256915
4.19116,-4.527205
4.1938066,-4.529174
4.225206,-4.2993445
4.224549,-4.297055
4.2237716,-4.2947745
4.222917,-4.292604
4.2226562,-4.291633
4.2205687,-4.288152
4.219171,-4.285958
4.217767,-4.284035
4.187912,-4.522123
4.1877584,-4.521893
4.1883006,-4.5222526
4.1897283,-4.52333
4.192142,-4.525246
4.1957254,-4.528019
4.200522,-4.5319133
4.206521,-4.536811
4.2133374,-4.542537
4.220681,-4.5489645
4.2285852,-4.555929
4.2368197,-4.563277
4.3135185,-4.631482
4.3159647,-4.6312757
4.3176236,-4.6301856
4.318727,-4.6283736
4.3195467,-4.626152
4.320162,-4.623746
4.3207474,-4.6214843
4.321365,-4.6195474
4.3219504,-4.6179657
4.3225,-4.616572
4.322912,-4.6150327
4.322681,-4.6124907
4.324198,-4.6152754
4.321919,-4.6066084
4.2388277,-4.3680944
4.238896,-4.3650556
4.2389426,-4.3617125
4.2390256,-4.357876
4.23876,-4.3533063
4.238478,-4.348437
4.2382064,-4.343472
4.237932,-4.338632
4.2373133,-4.3341103
4.236549,-4.329427
4.2355914,-4.3247733
4.234151,-4.319731
4.232142,-4.314185
4.229581,-4.308289
4.2264504,-4.301908
4.22301,-4.295557
4.219607,-4.2897696
4.216257,-4.2844896
4.2012343,-4.5366106
4.202779,-4.537805
4.2040954,-4.5387664
4.2054715,-4.539677
4.202521,-4.5354776
4.209119,-4.5421762
4.212064,-4.544313
4.2160544,-4.5473437
4.221181,-4.5514946
4.2276773,-4.556891
4.2350636,-4.562998
4.241789,-4.5680223
4.251137,-4.57689
4.258885,-4.5837684
4.266094,-4.5901904
4.272963,-4.5963254
4.2792606,-4.6019626
4.2849607,-4.6070094
4.2243376,-4.357885
4.224518,-4.353497
4.224816,-4.349614
4.2251024,-4.345995
4.225461,-4.3421507
4.225717,-4.338117
4.2258024,-4.333861
4.2258625,-4.3296022
4.226121,-4.3252993
4.2264576,-4.321134
4.2266593,-4.3171763
4.226689,-4.3133855
4.226448,-4.3095884
4.2255526,-4.3054175
4.2240076,-4.3007016
4.2217593,-4.295486
4.218797,-4.289846
4.2176223,-4.338379
4.217975,-4.335405
4.2180996,-4.332108
4.218085,-4.328509
4.219404,-4.3247056
4.218481,-4.320307
4.218992,-4.3163137
4.219624,-4.31248
4.2214584,-4.3090982
4.2202873,-4.304924
4.21996,-4.3009505
4.2189817,-4.2965393
4.231886,-4.4290247
4.2271857,-4.4140253
4.223471,-4.4010143
4.2200813,-4.3889656
4.2173395,-4.3781204
4.215159,-4.3681436
4.213165,-4.358766
4.2114544,-4.3499756
4.2097383,-4.3414507
4.2081165,-4.3333306
4.2065425,-4.325941
4.20565,-4.3192368
4.2054424,-4.3134484
4.206157,-4.3089895
4.2075114,-4.3056283
4.209536,-4.3031826
4.146004,-4.1962132
4.1464977,-4.195488
4.1468377,-4.1947336
4.146927,-4.1939244
4.1467314,-4.193094
4.146327,-4.1922936
4.145721,-4.1914434
4.144896,-4.1904545
4.1031823,-4.43828
4.1018305,-4.436128
4.1039786,-4.438188
4.105408,-4.4390454
4.10772,-4.4406857
4.138046,-4.1906123
4.138948,-4.1898117
4.139676,-4.1890845
4.139409,-4.187766
4.140071,-4.1874275
4.1388288,-4.185861
4.1391487,-4.185536
4.1369586,-4.1837754
4.1371617,-4.183467
4.087261,-4.423749
4.088287,-4.424249
4.0896535,-4.425008
4.0915446,-4.426232
4.094143,-4.4281287
4.0977473,-4.430998
4.10263,-4.4349303
4.108956,-4.4403543
4.129799,-4.1998854
4.129111,-4.195423
4.129206,-4.192645
4.1292944,-4.189259
4.129835,-4.1871753
4.13045,-4.1854796
4.130938,-4.183959
4.1311364,-4.182704
4.13081,-4.1815066
4.1301126,-4.1804056
4.129267,-4.1794763
4.128393,-4.1788573
4.12753,-4.1784115
4.1265206,-4.1779504
4.1223993,-4.194035
4.122668,-4.1905313
4.123079,-4.1876144
4.123688,-4.1852374
4.1243763,-4.183272
4.1249704,-4.1814704
4.1251264,-4.179973
4.125488,-4.178625
4.125169,-4.177398
4.1244073,-4.176248
4.123305,-4.175293
4.1219125,-4.1744223
4.1203794,-4.173639
4.118638,-4.1728334
4.065322,-4.4033613
4.0655413,-4.4032807
4.066896,-4.404498
4.0681906,-4.4054565
4.0698066,-4.406696
4.0720344,-4.4084525
4.109105,-4.201282
4.109728,-4.1963987
4.110539,-4.192188
4.111628,-4.1886625
4.1126795,-4.1855936
4.1137323,-4.1829967
4.1148477,-4.180797
4.115967,-4.178901
4.1169176,-4.177256
4.1173873,-4.175724
4.1171246,-4.1742897
4.1156697,-4.1732955
4.1144567,-4.171793
4.110643,-4.1806135
4.111543,-4.178627
4.1132407,-4.177163
4.1136866,-4.1753283
4.1137266,-4.1735578
4.113506,-4.1719556
4.1130366,-4.1706157
4.110998,-4.168944
4.1112123,-4.16839
4.1009407,-4.1642895
4.1002393,-4.1636205
4.099694,-4.163003
4.038392,-4.383615
4.0401716,-4.3849335
4.041375,-4.3858376
4.042267,-4.3864717
4.043021,-4.386997
4.1045437,-4.1645284
4.1031146,-4.163187
4.1023083,-4.162253
4.102101,-4.161729
4.10259,-4.1616244
3.960867,-4.3304253
3.969507,-4.336081
3.9771993,-4.3411317
3.9836402,-4.3452663
3.9885828,-4.348423
3.9921427,-4.3506503
4.0488086,-4.199815
4.0493116,-4.1953554
4.0495796,-4.19083
4.04993,-4.186402
4.050207,-4.1821337
4.050128,-4.1780295
4.0500336,-4.174229
4.0464125,-4.16974
4.0471754,-4.1665115
4.0440207,-4.1622753
4.040336,-4.157947
4.0000987,-4.202405
4.006927,-4.2009816
4.0126066,-4.1989326
4.0170026,-4.196273
4.0204787,-4.1932025
4.023065,-4.1897774
4.024583,-4.186034
4.016377,-4.179081
4.022341,-4.177883
4.0265274,-4.175852
4.0230255,-4.1724124
4.02565,-4.1696873
3.75077,-4.1612062
3.745115,-4.1545773
3.7446709,-4.1536202
3.7382417,-4.146076
3.7330859,-4.140043
3.7289596,-4.1352654
3.7258584,-4.1313286
3.7232156,-4.1276817
3.720468,-4.1240463
3.718159,-4.120789
3.715039,-4.1172833
3.7141988,-4.1151724
3.7305818,-4.1423736
3.7274601,-4.1383934
3.725014,-4.1349735
3.7227333,-4.131772
3.7204375,-4.128657
3.7185133,-4.125658
3.716719,-4.1226645
3.7145765,-4.1188307
3.7136645,-4.1171246
3.7124538,-4.1146855
3.7114527,-4.112479
3.7108428,-4.110465
3.7104514,-4.108646
3.7106018,-4.106981
3.7116396,-4.1058245
3.7133336,-4.1051164
3.7159188,-4.104742
3.7193174,-4.10484
3.723642,-4.1052895
3.7284794,-4.105913
3.801163,-4.22994
3.8013012,-4.229302
3.8012776,-4.228395
3.8006618,-4.226933
3.7991624,-4.224685
3.7962053,-4.2212605
3.7915618,-4.2166195
3.7853568,-4.2109504
3.7790165,-4.206521
3.7697358,-4.1982613
3.7610722,-4.191967
3.7518618,-4.185519
3.7141793,-4.1345434
3.71196,-4.131563
3.7099125,-4.128812
3.7079983,-4.1261086
3.7060952,-4.123409
3.704537,-4.12076
3.7035394,-4.11818
3.7032633,-4.114664
3.7021964,-4.113328
3.701746,-4.1112514
3.7010627,-4.109149
3.7004588,-4.107279
3.7002807,-4.105638
3.8696094,-4.111543
3.8693852,-4.1085844
3.8688607,-4.105542
3.8676789,-4.1022363
3.8563044,-4.0956826
3.8545992,-4.092608
3.853301,-4.090087
3.8526537,-4.0881367
3.8525727,-4.0867076
3.8532891,-4.085794
3.8546915,-4.0853233
3.8543446,-4.0849133
3.8545542,-4.0849123
3.8552647,-4.085233
3.856055,-4.085724
3.8569942,-4.0863056
3.853937,-4.086917
3.8595603,-4.269209
3.8566384,-4.267369
3.858819,-4.095836
3.8562934,-4.092567
3.8610024,-4.091626
3.8612642,-4.089587
3.8610234,-4.087823
3.8601298,-4.0864162
3.8587239,-4.085356
3.857093,-4.084587
3.8555484,-4.0841184
3.846638,-4.083244
3.8497024,-4.0836983
3.8529296,-4.084204
3.8305333,-4.249806
3.826061,-4.246844
3.8288033,-4.249231
3.8231611,-4.2453055
3.8203762,-4.2434807
3.8160603,-4.240792
3.8896368,-4.093543
3.8845055,-4.091408
3.8880954,-4.092266
3.7690334,-4.219408
3.7697887,-4.2189918
3.7702296,-4.2183237
3.7703664,-4.217302
3.769813,-4.2157936
3.7683408,-4.2137604
3.7657185,-4.211071
3.761731,-4.2078285
3.757996,-4.2049546
3.7492545,-4.199774
3.740571,-4.1948786
3.7302895,-4.189313
3.7181776,-4.183211
3.7447774,-4.213425
3.744456,-4.2128983
3.7440617,-4.2121506
3.743552,-4.2111526
3.7428505,-4.2096624
3.7417269,-4.207691
3.7437005,-4.205101
3.7372608,-4.20182
3.7359154,-4.1978517
3.728081,-4.19379
3.7211285,-4.189146
3.7123609,-4.1840763
3.7018652,-4.1784644
3.6899447,-4.1723986
3.6773133,-4.165976
3.6648397,-4.1595573
3.6534326,-4.1534877
3.6432703,-4.1478696
3.6346102,-4.1427584
3.617001,-4.128486
3.621978,-4.123795
3.6228094,-4.121715
3.6239724,-4.119688
3.6257834,-4.117582
3.62885,-4.114727
3.6320257,-4.1119685
3.6350474,-4.1092954
3.6377034,-4.106427
3.6404438,-4.104621
3.6431236,-4.1026163
3.6464097,-4.100845
3.650679,-4.0991435
3.6547804,-4.0976133
3.6594074,-4.0962806
3.6640737,-4.0950227
3.668529,-4.093907
3.672548,-4.0928
3.6458304,-4.100353
3.65003,-4.0983353
3.6539505,-4.096297
3.6572301,-4.0942492
3.6601872,-4.0921803
3.6626303,-4.0899873
3.6657786,-4.0883684
3.668345,-4.086683
3.671037,-4.0851426
3.6738842,-4.083684
3.6769013,-4.0822406
3.6494472,-4.090695
3.6521382,-4.0887923
3.655178,-4.087041
3.6582236,-4.0853324
3.661454,-4.0837383
3.6646984,-4.0822515
3.6679094,-4.080807
3.6713047,-4.0794225
3.6751466,-4.0781755
3.6797233,-4.0770845
3.6851337,-4.0762258
3.690586,-4.075542
3.695224,-4.0749717
3.659409,-4.081866
3.664535,-4.0810823
3.6697533,-4.0802364
3.6745632,-4.079304
3.6790059,-4.0783343
3.683285,-4.0774107
3.6876671,-4.07661
3.6920888,-4.0760155
3.6908135,-4.075294
3.6965988,-4.075283
3.7026126,-4.0752916
3.7046967,-4.075201
3.7064538,-4.0751524
3.7080877,-4.0751357
3.70954,-4.0751524
3.7107854,-4.0751834
3.7119284,-4.0752187
3.7130804,-4.0752635
3.746602,-4.2348037
3.7451675,-4.2339253
3.531944,-4.1488376
3.5360277,-4.144843
3.5402763,-4.1411386
3.5446677,-4.1376634
3.5492668,-4.1342063
3.5537434,-4.130815
3.5579994,-4.127441
3.5623548,-4.124105
3.567002,-4.120815
3.5721257,-4.117687
3.5775993,-4.114805
3.5831096,-4.1122766
3.5885928,-4.110038
3.5945683,-4.107882
3.6010535,-4.105731
3.5199964,-4.196224
3.5124176,-4.1942616
3.5068889,-4.1919007
3.503234,-4.189044
3.5014558,-4.185566
3.5015197,-4.181531
3.502792,-4.1772146
3.5052867,-4.1724935
3.5086184,-4.167784
3.5125308,-4.1630125
3.5171285,-4.158116
3.5223718,-4.1533318
3.528563,-4.148369
3.5356045,-4.1432753
3.5429676,-4.1383343
3.5499508,-4.133823
3.558262,-4.1293035
3.5609236,-4.1265035
3.5650494,-4.123703
3.5691311,-4.1212234
3.4881797,-4.196196
3.4839182,-4.194114
3.4833674,-4.191015
3.4808204,-4.1883893
3.4816663,-4.1845007
3.483585,-4.1803093
3.4864228,-4.175705
3.4922788,-4.170126
3.4942312,-4.166226
3.4990942,-4.1614847
3.5047193,-4.1567216
3.511394,-4.151782
3.5194237,-4.1466312
3.5283449,-4.1414347
3.5444238,-4.1342444
3.5480382,-4.131125
3.5519283,-4.12804
3.5572822,-4.1249046
3.4923189,-4.1538734
3.4949436,-4.1505036
3.4971132,-4.14746
3.4993126,-4.1444774
3.5016577,-4.141466
3.5045867,-4.1383247
3.5084586,-4.135002
3.513556,-4.131558
3.5199287,-4.1280026
3.5270138,-4.1245914
3.5343277,-4.1214447
3.5416825,-4.11854
3.5492227,-4.115751
3.556752,-4.1131334
3.5645473,-4.1103234
3.5509894,-4.0918064
3.550829,-4.090904
3.5511084,-4.0900316
3.5519884,-4.089123
3.5533671,-4.0881414
3.5550485,-4.087127
3.5569181,-4.086159
3.558421,-4.0853677
3.55991,-4.084725
3.561141,-4.084264
3.5620027,-4.0839987
3.5627728,-4.0838404
3.5638776,-4.0837164
3.565379,-4.0835905
3.56763,-4.083406
3.5706625,-4.0831413
3.5742817,-4.082832
3.4789662,-4.1249704
3.4895847,-4.1204014
3.4990404,-4.1161695
3.5077238,-4.1121526
3.5127892,-4.109206
3.5238473,-4.104347
3.5316749,-4.1004863
3.5389493,-4.096742
3.5461848,-4.0930414
3.5499578,-4.090384
3.5528083,-4.0881276
3.5536973,-4.0865493
3.5530725,-4.0855494
3.551348,-4.084991
3.5492961,-4.0846415
3.5433154,-4.0888515
3.5443647,-4.0887423
3.5454156,-4.088531
3.4480176,-4.210326
3.4442832,-4.209667
3.4409509,-4.208961
3.4378068,-4.2081633
3.4355915,-4.207208
3.4339323,-4.206012
3.4329984,-4.204452
3.4325202,-4.202533
3.432937,-4.2001944
3.4338293,-4.197534
3.43528,-4.1945357
3.4370701,-4.1914053
3.4393663,-4.1880803
3.4424758,-4.184402
3.447148,-4.1802773
3.3506236,-4.2203727
3.3476202,-4.2197547
3.3451364,-4.2186737
3.3433018,-4.21719
3.3463845,-4.2132816
3.3416557,-4.2124515
3.3426523,-4.2093143
3.3455992,-4.205534
3.350244,-4.2013044
3.356929,-4.1966085
3.3657103,-4.1916637
3.3768027,-4.18627
3.3910565,-4.180201
3.4088507,-4.1731153
3.3047361,-4.1905036
3.3065789,-4.1878037
3.3119807,-4.183469
3.3157423,-4.18059
3.3213677,-4.1771936
3.328384,-4.173148
3.3361125,-4.169336
3.3443153,-4.1654716
3.353226,-4.1616197
3.3623133,-4.157799
3.372133,-4.1536202
3.4291143,-4.1117253
3.4313142,-4.110486
3.4337122,-4.109212
3.4356658,-4.1080914
3.4377985,-4.106966
3.440057,-4.1059284
3.4424136,-4.104983
3.4449565,-4.104123
3.4505343,-4.102833
3.4520383,-4.1024165
3.453919,-4.101929
3.4575706,-4.1011887
3.4617023,-4.1003766
3.4662402,-4.0994916
3.4710457,-4.09856
3.4760365,-4.097588
3.4810095,-4.096637
3.485678,-4.0957804
3.3546193,-4.2548947
3.3927681,-4.122327
3.3976564,-4.120202
3.4020088,-4.118274
3.4058015,-4.1165314
3.4092052,-4.1149497
3.4123235,-4.1135197
3.4150681,-4.112295
3.417614,-4.111235
3.4201913,-4.110298
3.422967,-4.1094365
3.4268265,-4.108465
3.4294994,-4.107756
3.4335485,-4.1068053
3.4381347,-4.1057763
3.4452193,-4.10418
3.4487991,-4.103402
3.1836076,-4.2571397
3.181853,-4.2561407
3.180153,-4.2548723
3.1790793,-4.253096
3.1807919,-4.2499995
3.1798124,-4.2482986
3.1813815,-4.245452
3.187409,-4.2411895
3.187349,-4.2390833
3.1916049,-4.235744
3.201077,-4.231171
3.1781738,-4.2313733
3.1807706,-4.2280154
3.182582,-4.2250214
3.1840773,-4.222206
3.185254,-4.2195306
3.1861477,-4.216965
3.1864126,-4.2146554
3.1858685,-4.212539
3.1839676,-4.211035
3.1800056,-4.210234
3.1732833,-4.210215
3.1126442,-4.2781835
3.1161108,-4.276003
3.1191444,-4.273745
3.116389,-4.272013
3.120701,-4.269252
3.1248345,-4.2664647
3.1287503,-4.2636437
3.1303296,-4.2610736
3.131757,-4.258566
3.1298409,-4.2571745
3.133776,-4.2542453
3.1340652,-4.2524166
3.1334026,-4.2506847
3.1238005,-4.263455
3.1270235,-4.2598486
3.1301155,-4.2561603
3.1330767,-4.2525105
3.1354394,-4.2490277
3.1371393,-4.245825
3.1383123,-4.2428045
3.138985,-4.239879
3.1390045,-4.2368717
3.1384017,-4.2339106
3.1363876,-4.231352
3.129121,-4.2306213
3.1275196,-4.2283673
3.1206343,-4.227923
3.11221,-4.227903
3.1011007,-4.2284203
3.0522385,-4.2945666
3.056598,-4.29195
3.0684516,-4.287097
3.0752132,-4.2834625
3.080827,-4.2799945
3.0850644,-4.276809
3.0879166,-4.274015
3.0807374,-4.274108
3.0888383,-4.2698345
3.0870187,-4.2686443
3.0838077,-4.2678647
3.0690389,-4.2528667
3.060932,-4.252836
3.0590563,-4.250825
3.046944,-4.2520733
3.0413952,-4.2511625
3.0444658,-4.2474256
3.0310068,-4.248889
3.0247424,-4.2479997
3.0170624,-4.24753
3.0075269,-4.247332
2.9975586,-4.247279
2.9881406,-4.2471156
2.9805858,-4.246625
2.975498,-4.245784
2.9732652,-4.244554
2.9734228,-4.2430415
2.9758012,-4.2412114
2.9802601,-4.239028
2.9865806,-4.236481
2.9947796,-4.233512
2.9939194,-4.2407513
3.005624,-4.2359843
3.0155113,-4.2317915
3.0235882,-4.2281566
3.0302901,-4.224964
3.036836,-4.2218904
3.0440636,-4.2187243
3.052476,-4.2153287
3.0642238,-4.2111607
3.0752394,-4.207307
3.0895104,-4.202727
3.1049676,-4.197946
3.1210153,-4.193137
3.1374009,-4.188344
3.1545212,-4.183413
3.1726792,-4.1782327
2.9200568,-4.272746
2.921473,-4.2703075
2.926408,-4.2668285
2.9300053,-4.2640586
2.9357774,-4.2606483
2.9419372,-4.257127
2.9481514,-4.2536373
2.9545221,-4.2502027
2.9612439,-4.2468357
2.9683495,-4.243507
2.9760816,-4.2401285
2.984506,-4.236715
2.7774491,-4.3844233
2.79345,-4.378725
2.8091736,-4.373362
2.8240657,-4.367984
2.837803,-4.362818
2.8494139,-4.3581657
2.85828,-4.3542395
2.8641498,-4.3511376
2.8665366,-4.3490424
2.8654027,-4.3480244
2.8609374,-4.3481283
2.8311005,-4.356503
2.841541,-4.352126
2.8273427,-4.3558083
2.810716,-4.3603654
2.7927876,-4.3653865
2.7738001,-4.3704505
2.814162,-4.2751026
2.8122861,-4.2751827
2.811824,-4.2749953
2.812894,-4.2744975
2.815398,-4.2736797
2.8190486,-4.272613
2.8240478,-4.271202
2.830166,-4.2695155
2.837689,-4.267452
2.526562,-4.4682803
2.5283868,-4.467455
2.5300982,-4.4666533
2.5294516,-4.466609
2.532168,-4.4653673
2.5326977,-4.464787
2.5336635,-4.4640064
2.5347905,-4.463117
2.8778389,-4.290733
2.8771062,-4.288792
2.8774707,-4.2866178
2.8790033,-4.2841625
2.8814843,-4.281456
2.8846495,-4.278562
2.8880603,-4.275682
2.8914843,-4.2728863
2.8948023,-4.2702503
2.897713,-4.2678895
2.822372,-4.326952
2.8233795,-4.3241935
2.840832,-4.3149266
2.8467727,-4.3101377
2.8520122,-4.305619
2.8572834,-4.301076
2.8628669,-4.2964225
2.8686411,-4.2916946
2.874575,-4.2869806
2.8806584,-4.282294
2.8865001,-4.2778625
2.8918197,-4.2738247
2.8962526,-4.2703676
2.899363,-4.2676425
2.90047,-4.265885
2.8998277,-4.264975
2.8974767,-4.2648373
2.8940358,-4.265213
2.7680628,-4.287876
2.7683592,-4.28748
2.7690375,-4.28707
2.770151,-4.286618
2.7714176,-4.2861853
2.7729294,-4.285729
2.7748303,-4.285184
2.4720275,-4.4869747
2.4773297,-4.48502
2.4857337,-4.4816594
2.4894426,-4.4802213
2.4933267,-4.4785466
2.4957373,-4.477338
2.4961536,-4.4766145
2.497465,-4.475833
2.4975457,-4.4752655
2.4957511,-4.475112
2.4977825,-4.47391
2.497867,-4.4731517
2.4934552,-4.4737816
2.4970794,-4.4673367
2.5063474,-4.4625006
2.5126798,-4.458612
2.5294256,-4.450874
2.541889,-4.444659
2.5536487,-4.4387546
2.563051,-4.433851
2.56883,-4.430447
2.5713465,-4.428401
2.5710206,-4.427574
2.5694153,-4.4272923
2.5243268,-4.4455304
2.5450544,-4.435728
2.7305539,-4.3335905
2.727257,-4.333281
2.7250066,-4.332457
2.7230892,-4.331353
2.7209196,-4.330223
2.7210574,-4.328025
2.7163613,-4.328072
2.714339,-4.326997
2.7124884,-4.325949
2.710988,-4.3249364
2.7103248,-4.3239536
2.7098618,-4.322921
2.7104428,-4.321881
2.7114275,-4.320869
2.7125409,-4.319938
2.713275,-4.3192277
2.7135417,-4.3159485
2.7180414,-4.3123293
2.7218666,-4.309312
2.7249327,-4.306925
2.727363,-4.3050876
2.7292,-4.3037696
2.7304878,-4.302917
2.7313206,-4.302488
2.7317533,-4.302365
2.731773,-4.3024855
2.7314692,-4.302798
2.730646,-4.30333
2.3625007,-4.525371
2.364854,-4.5240254
2.3670926,-4.52265
2.369427,-4.5211334
2.3722997,-4.519343
2.3758755,-4.5172353
2.3803284,-4.5147576
2.3857832,-4.511873
2.3920043,-4.5086703
2.3987248,-4.5052576
2.4053516,-4.501823
2.4111302,-4.4986105
2.4155529,-4.4960446
2.4181406,-4.494223
2.418879,-4.493205
2.4182324,-4.4927735
2.4167404,-4.4926844
2.4148855,-4.492895
2.4129808,-4.493146
2.4114702,-4.493253
2.3062527,-4.547109
2.310081,-4.545547
2.3140662,-4.543923
2.3182764,-4.5421786
2.3225284,-4.5402927
2.3268728,-4.5383663
2.3311253,-4.536297
2.3353312,-4.534216
2.3396902,-4.5319657
2.3447104,-4.5294366
2.3509538,-4.526416
2.3588915,-4.5226808
2.3683217,-4.518327
2.37843,-4.513627
2.388844,-4.5087
2.3947887,-4.505548
2.399056,-4.5031643
2.3998194,-4.502099
2.4011295,-4.5008593
2.4002833,-4.5005226
2.3484144,-4.526882
2.352877,-4.5245614
2.358377,-4.5218325
2.3646336,-4.5187283
2.3715777,-4.5153246
2.3786843,-4.5117936
2.3855608,-4.5083113
2.3914278,-4.50519
2.39621,-4.5024734
2.3995016,-4.500322
2.4011538,-4.498883
2.401403,-4.4981647
2.400445,-4.498066
2.3989546,-4.4981294
2.3970993,-4.498488
2.3954444,-4.498746
2.3941839,-4.498803
2.3940923,-4.4982142
2.3949895,-4.49709
2.4809332,-4.4318066
2.485806,-4.428065
2.4948678,-4.4232187
2.500233,-4.417535
2.5083194,-4.4130764
2.5167172,-4.4085236
2.5253525,-4.403841
2.5342727,-4.399007
2.5418959,-4.3943796
2.5498507,-4.38963
2.5580306,-4.3848853
2.5656865,-4.380326
2.5740554,-4.375986
2.5809007,-4.37225
2.587382,-4.368702
2.6315174,-4.3283496
2.6329782,-4.3280334
2.632056,-4.3281646
2.2186925,-4.581927
2.2189584,-4.581784
2.219188,-4.581633
2.2198384,-4.581192
2.2211823,-4.5804353
2.223218,-4.5793033
2.2258363,-4.577879
2.2289543,-4.576279
2.2278073,-4.576407
2.237571,-4.5720434
2.24388,-4.569261
2.2521796,-4.565564
2.4444137,-4.444212
2.4559708,-4.4379125
2.4674332,-4.4315305
2.4788587,-4.4251084
2.490459,-4.4186234
2.501313,-4.4124727
2.511182,-4.4068284
2.5200868,-4.401667
2.5286207,-4.396757
2.5373397,-4.391855
2.5460718,-4.3870606
2.550539,-4.384447
2.5610802,-4.378979
2.5708804,-4.373812
2.5780463,-4.370006
2.583993,-4.366767
2.5890188,-4.3640027
2.5932353,-4.361657
2.5955467,-4.3604293
2.5998864,-4.358067
2.6154425,-4.3344584
2.6152666,-4.3344693
2.6153123,-4.3344417
2.6155763,-4.3343573
2.6160412,-4.3342147
2.6164732,-4.334126
2.156698,-4.608433
2.1566067,-4.6083183
2.1572242,-4.607871
2.1587942,-4.606821
2.1611922,-4.605502
2.1639962,-4.6039467
2.1667318,-4.6024733
2.1690218,-4.6013155
2.170399,-4.600559
2.170707,-4.6003523
2.2413676,-4.5708547
2.2406225,-4.5708885
2.2435193,-4.5689054
2.2422645,-4.5692697
2.2395678,-4.5703435
2.2407076,-4.5694346
2.2429912,-4.5678897
2.2465458,-4.565785
2.250647,-4.563477
2.2547452,-4.5610576
2.2586684,-4.5587754
2.2619565,-4.5567603
2.2641015,-4.5553055
2.2686555,-4.552854
2.2640355,-4.5545406
2.261547,-4.5553055
2.2570467,-4.556894
2.22252,-4.550603
2.2442858,-4.5395327
2.265003,-4.529117
2.28487,-4.5192275
2.303838,-4.5092287
2.3218648,-4.4998255
2.338933,-4.4908667
2.3545508,-4.4826765
2.3681645,-4.475533
2.3732038,-4.472097
2.390529,-4.4633036
2.4015818,-4.4573507
2.4132903,-4.451185
2.4257245,-4.444727
2.438887,-4.438012
2.4527755,-4.430903
