UserID,label,risk_factor
1,1,0.27976190476190477
2,1,0.047619047619047616
3,1,0.19642857142857142
4,1,0.4107142857142857
5,1,0.14285714285714285
6,1,0.23809523809523808
7,1,0.21428571428571427
8,1,0.03571428571428571
9,1,0.20238095238095238
10,1,0.11904761904761904
11,1,0.10714285714285714
12,1,0.06547619047619048
13,1,0.20238095238095238
14,1,0.21428571428571427
15,1,0.10119047619047619
16,1,0.15476190476190477
17,1,0.3869047619047619
18,1,0.27976190476190477
19,1,0.30357142857142855
20,1,0.18452380952380953
21,1,0.19047619047619047
22,1,0.2976190476190476
23,1,0.25
24,1,0.3630952380952381
25,1,0.5952380952380952
26,1,0.06547619047619048
27,1,0.041666666666666664
28,1,0.42857142857142855
29,1,0.35119047619047616
30,1,0.26785714285714285
31,1,0.1488095238095238
32,1,0.15476190476190477
33,1,0.24404761904761904
34,1,0.39880952380952384
35,1,0.20238095238095238
36,1,0.125
37,1,0.47619047619047616
38,1,0.23809523809523808
39,1,0.10119047619047619
40,1,0.4523809523809524
41,1,0.27380952380952384
42,1,0.11904761904761904
43,1,0.16071428571428573
44,1,0.2976190476190476
45,1,0.023809523809523808
46,1,0.23809523809523808
47,1,0.5773809523809523
48,1,0.5
49,1,0.18452380952380953
50,1,0.10714285714285714
51,1,0.24404761904761904
52,1,0.16666666666666666
53,1,0.30357142857142855
54,1,0.4107142857142857
55,1,0.11904761904761904
56,1,0.11904761904761904
57,1,0.06547619047619048
58,2,0.17857142857142858
59,1,0.31547619047619047
60,2,0.21428571428571427
61,2,0.17261904761904762
62,2,0.34523809523809523
63,1,0.02976190476190476
63,2,0.17857142857142858
64,2,0.42857142857142855
65,2,0.1130952380952381
66,2,0.05357142857142857
67,2,0.17857142857142858
68,2,0.5238095238095238
69,2,0.17261904761904762
70,2,0.49404761904761907
71,2,0.1488095238095238
72,2,0.22023809523809523
73,2,0.375
74,2,0.30357142857142855
75,2,0.2857142857142857
76,2,0.23214285714285715
77,2,0.09523809523809523
78,2,0.07738095238095238
79,2,0.27976190476190477
80,2,0.6130952380952381
81,2,0.39285714285714285
82,2,0.08333333333333333
83,2,0.13690476190476192
84,2,0.36904761904761907
85,2,0.19642857142857142
86,2,0.22023809523809523
87,2,0.5297619047619048
88,2,0.1488095238095238
89,2,0.08333333333333333
90,2,0.23214285714285715
91,2,0.38095238095238093
92,2,0.125
93,2,0.7619047619047619
94,2,0.11904761904761904
95,2,0.2261904761904762
96,2,0.26785714285714285
97,2,0.11904761904761904
98,2,0.13690476190476192
99,2,0.22023809523809523
100,2,0.8452380952380952
101,2,0.20833333333333334
102,2,0.2857142857142857
103,2,0.27380952380952384
104,2,0.17857142857142858
105,2,0.27976190476190477
106,2,0.22023809523809523
107,2,0.20833333333333334
108,2,0.11904761904761904
109,2,0.2976190476190476
110,2,0.09523809523809523
111,2,0.39880952380952384
112,2,0.25595238095238093
113,2,0.047619047619047616
114,2,0.14285714285714285
115,2,0.24404761904761904
116,2,0.18452380952380953
117,2,0.2619047619047619
118,2,0.48214285714285715
119,2,0.17261904761904762
120,2,0.44642857142857145
121,2,0.17857142857142858
122,2,0.20833333333333334
123,2,0.06547619047619048
124,2,0.35119047619047616
125,2,0.23214285714285715
126,2,0.09523809523809523
127,2,0.32142857142857145
128,2,0.21428571428571427
129,2,0.11904761904761904
130,2,0.19047619047619047
131,2,0.1488095238095238
132,2,0.30357142857142855
133,2,0.21428571428571427
134,2,0.07738095238095238
135,2,0.35714285714285715
136,2,0.2976190476190476
137,2,0.38095238095238093
138,2,0.07738095238095238
139,2,0.20833333333333334
140,2,0.25
141,2,0.2261904761904762
142,2,0.42857142857142855
143,2,0.19642857142857142
144,2,0.22023809523809523
145,2,0.4226190476190476
146,2,0.1130952380952381
147,2,0.2619047619047619
148,2,0.10119047619047619
149,2,0.047619047619047616
150,2,0.22023809523809523
151,2,0.10714285714285714
152,2,0.39880952380952384
153,2,0.39285714285714285
154,2,0.31547619047619047
155,2,0.375
156,2,0.2857142857142857
157,2,0.19047619047619047
158,2,0.31547619047619047
159,2,0.21428571428571427
160,2,0.2619047619047619
161,2,0.30952380952380953
162,2,0.35714285714285715
